Description,Followers_count,Following_count,HCP_flag
Medical MJ Activist Expert Mother Gardening Love Gd Family Music Dystonia Awareness Cannabis UniteBlue Pray4World Love ACA SmokeDankBHappy,3431,3669,1
Professor Lymphoma Myeloma at MD Anderson Cancer Center Mantle cell lymphoma B Cell Lymphoma views are my own,300,463,1
,89,52,1
Port Saint Lucie FL native Vanderbilt Alum,200,278,0
Executive Caregiver Cancer Advocate Tweets represent learnings in the oncology world,443,1339,1
Director Knowledge Ecology International an NGO working on knowledge governance,4717,783,0
,1014,1236,0
Catholic Prolife Reality Medicine SUV Cricket Animals Gucci Guilty Perfume Forever 21 brands Chemistry Student doc Avii,985,1945,1
,1212,679,1
Fan of his satanic majesties The Rolling Stones and Marx Groucho and the other Marx Harpo,7342,7883,0
Health and science public relations professional in Washington D C,132,270,0
Deputy Chief Medical Officer American Cancer Society,4587,114,1
Business woman by day tortured artist by night You can buy my art shop link below,788,235,0
Politics is the art of containing differences,83,532,0
Official Account of Dr Fernando Neuspiller Director of iviargentina IVI is the leading medical group in assisted reproduction Tel 5411 4789 3600 infertility,162,168,1
Now you can see everything POTUS sees On Twitter anyway A bot by alicemazzy,66,66,0
Young widow with http t co 3CCLTqhrNe most Music Italian cooking ghosts sewing Listener joker smile giver,92,651,0
In your mind انا330 ١٩٩١ م,301,131,0
Principle investigator in leukemia research professor in hematology consultant hematologist,39,17,1
Author of Dr Susan Love s Breast Book referred to as the bible for women with breast cancer Her life s mission Eradicate breast cancer Leukemia in 2012,6055,321,1
Redhead Foodie Animal lover Road warrior,37,77,0
country connection with a shot of whiskey food wine and leukemia getting better everyday I for some reaaon feel the urge to help people and animals love,437,624,0
I invite you to know http dq photography co Eq7TLOB3do,795,307,0
Head of Pharmacy Practice University of Auckland Edtior in Chief Journal of Pharmaceutical Policy and Practice editorjoppp,207,241,1
Biochemical Engineer Researcher in Sciences and dedicated to statistics design of experiments Statistical analyst DOE Data analysis Campeche Mexico,561,918,0
,183,360,1
Quantecon Consulting Corporate Business Economic Consulting Services Transfer Pricing Dispute Resolution and Transfer Pricing Specialist,6,12,0
Legal Secretary Pianist Future Artist Lawyer and Scribe Lawyer 1161938549 The love song that Cristiana Evangélica could never write,235,378,0
MSc Pharmacogenetics and Stratified medicine Love FIH so as the safety,22,204,1
North American Editor TheLancet http t co V3QP9q3aY1 LancetUSA mother humorist and seeker of a great perhaps OAMO,1058,2001,0
We offer full range of AHA ASHI professional CPR AED First Aid babysitting classes to make you prepared for anything you may come into contact with,28,207,0
MD DTM H Liv Interventional cardiology and stroke unit The beauty of science and life Retweets don t necessarily mean endorsement,219,1051,1
Moroccan hematologist and part time pilot pilot taxidriver vampire batman Arafrenglish for Moroccan mnawyates Twittas I do not flirt here,393,733,1
Father husband cleveland browns fan cavs fan indians fan,109,1305,0
,114,180,0
,842,723,0
M I R obstetrics and gynecology at HUC,95,210,0
CEO Claritas Genomics A mom a scientist passionate about using genomics to unravel the complexity of children s disease and changing medical care,84,102,1
Capitalism is a disease you know the prescription Socialism RTs with favourites usually mean I like them can use foul language,3173,3131,0
Mesothelioma widow dedicated to preventing asbestos caused diseases through education advocacy and community action http t co zApA5TfMQL,11159,10999,0
Personal reflections of an oncologist fighting lung cancer who thinks that innovation will revolutionize health care,235,102,1
General medicine Today is a great day to get some exercise and take care of yourself Health tips healthy life and well-being,2422,315,1
PlasticSurgeon Microsurgeon Board Certified PRMA Our mission is Reconstruction for BreastCancer DiepFlapBreast,115,152,1
"I am a technical steppe girl from Administration and Finance and, of course, a fan of REAL BETIS BALOMPIE I ​​work as an administrative officer at WINET TELECOM",366,450,0
Big supporter of All music,12121,13333,0
Surgeon Health services researcher Interested in improving quality safety and outcomes of surgery,2243,596,1
Norwegian planetary science PhD student working with data from CassiniSaturn roboticist space tinkerer,367,603,1
Co founder in CassetteEvents B Music is art and art is culture,280,542,0
,42,91,0
,283,986,0
A PR thinker cocktail drinker who loves all things New York City,1452,1710,0
95 Guitarist and musician since 2002 Flamenco Colchonero They give me hyperactivity outbreaks Fight for me and mine Family for Rohirrim Abelardo flag,355,491,0
Please understand later that the main account is the bitches that the call doctors can not see. The reply is recommended in the air.,302,63,0
CFO COO CAO of Provectus Biopharmaceuticals Inc,293,50,0
,34,51,0
I love to tweet tiny moments of life so that they would be cherished forever and shared all over,98,364,0
Hematologist Oncologist at Advocate Christ Cancer Institute Oak Lawn IL Cert of Comp in Lymphoma Biology and Treatment U of Ulm and ESO,85,194,1
Molecular Biologist and Biotech Scientist enjoys photography gardening and travel,81,163,1
18 Life is less hard if you're next to me Player of C D Puerta Bonita Carabanchel kuki25 Pan Bendito,790,841,0
No time no space Spanish born in Barcelona and also Madrid as a way of life,926,1037,0
Web development passionate about online marketing Create create and create Founder and Project Manager at diaserte,227,551,0
Dedicated to building awareness touching the lives of as many women as possible to Detect Ovarian Cancer in Time One of us loves running The other photos,1418,1970,0
"Neighborhood Association Bajo Albayzín On twitter everything about Albayzin we inform you, we propose and propose The point of view of the neighbors to improve the neighborhood",2033,1108,0
Lover of learning and laughing Cancer researcher regulatory scientist mother sister and daughter all wrapped up in one Tweets and opinions are mine,163,305,1
General oncologist at the Yale Smilow Cancer Center Trumbull Care Center Interested in using information technology to improve delivery of healthcare,29,30,1
,17,73,0
Molbio virologist gov industry academia Mom Rabble rouser Nexus of biotech local politics biz and education STTOS B5 STNG BSG FF,575,556,0
Full Time Strategic Marketing Communications Part Time Runner,162,200,0
,136,790,0
General Director of Jaime Bou and member of EC Catalana and therefore Spanish,135,186,0
National Cancer Institute News Media supports journalists health science writers others reporting on cancer research privacy http t co VTVZalXfeL,33145,268,0
I am an author a reporter a mom and a smartass These things are in no particular order As of 2014 my journalism related tweets have moved to BNDedonald,922,417,0
Books poetry inspirational speaking Making the lives of other people better student children s nurse University of Surrey,171,276,1
A business developer pharmacist addicted to work but also follows the trends of social life A passionate Istanbul lover and a traveler,419,901,1
Clinical Haematologist marrow transplanter and clinical researcher Loves rare blood diseases and tech not necessarily in that order,812,297,1
PASSION FOR VALENCIA C F AMUNT Ruben Baraja Valencia marked me so much that I left football because I didn't feel like wearing another shirt,693,897,0
Current VC Associate Excelventure Previously SanteVentures DukeU Dog Lover Devil s Advocate Proud Texan Sports Enthusiast,176,404,0
MSc in Biomedical Sciences PhD student in nanobiotechnology at University of Beira Interior Portugal,100,303,1
Doctor of Nursing Practice Mother of three BOYS Mimi Scientist 1 Prince fan Social justice advocate,190,697,1
Chief of Head Neck Oncology at WinshipAtEmory Medical Oncologist H N cancer expert Opinions my own http t co CvYS30Y58O,89,112,1
Cordobes and good man if it can be Barcelona Catalonia Spain,2526,2774,0
Prophet Youth Pastor Chosen Inspired Restored Strengthen by God Rom 10 13 Whosoever believes calls upon the Lord shall be saved,1226,1850,0
Biochemistry student Masters degree Workout daily if not studying or at least 3 days 2hr It clears my mind so i can be productive Travel done it,637,1661,1
Scientist movement artist amateur ninja Paradox,7,32,1
MD MD I lived in Cuba1977 2004 Venezuela 2004 07 Pakistan 2005 06 Colombia 2007 USA since since 2007,625,2000,1
Senior Market Insurance Plans Individual Family Protection Plans Become an Independant Agent,246,557,0
Community Palliative Care Nurse Passionate about excellent nursing practice With a bit of football AFL bushwalking cycling thrown in for a healthy mind,184,591,1
GU Oncologist and fellowship program director LoyolaHealth,18,24,1
Global VP Commercial Management at large multi national Me likey pricing value sustainability innovation stuff Opinions are my own,692,898,0
A girl who likes playing video games and sports and loves deadpool,343,817,0
Postdoc research and Scientific Communicator I collaborate in agency_sinc and in dixit_ciencia among others,1630,751,0
Anesthesiologist husband dad I m into improving patient experience outcomes pain medicine meded NYG Stanford travel Tweets not medical advice,1834,1495,1
Be the legend you want to be remembered AHQ Specialist Ob Gyn MSc HCM with a career that will make a difference Here are views of my own,3698,265,0
Family Physician at Jane and Finch Codeswitcher,363,398,1
Dr John LaMattina senior partner PureTech Ventures author former president of Pfizer Global R D managed over 13 000 scientists professionals worldwide,5570,698,1
marketing and political tweets for lovely peeps all my own views to be taken with a liberal pinch of salt,189,950,0
Very badly musically subversive program http t co 3Wg3jnz4nX Sundays 19 to 22 hours Indie people and repentant Popperos come my children,908,1999,0
North Carolina native Tarheel Nurse Loving the journey,109,224,1
Kind of Fun To Do The Impossible Again and Again and Again and,905,2000,0
Professional Announcer TV presenter and University Professor I do not like abuse and injustice Above all faithful believer of a savior Jesus,411,448,0
,273,215,0
Canasian waterman coach and marketer Occasionally funny these tweets are mine and are not the opinion of my employer,135,258,0
Life is a marathon so let s train for it Dad author life coach speaker runner Respected insight Living intentionally Trying to give more than I take,357594,191397,0
